Zipcode,Irrev1,Irrev2,County,State,Irrev3,Irrev4,Alpha,Gamma
46057,40.333772,-86.38161,Clinton County,IN,18023,H1,0.628075923,0.429413858
46058,40.349135,-86.66424,Clinton County,IN,18023,H1,0.628075923,0.429413858
46067,40.304473,-86.469044,Clinton County,IN,18023,H1,0.628075923,0.429413858
76526,31.295568,-97.582152,Coryell County,TX,48099,H1,0.620775941,0.429685719
76538,31.629515,-97.90249,Coryell County,TX,48099,H1,0.620775941,0.429685719
76558,31.351386,-97.644352,Coryell County,TX,48099,H1,0.620775941,0.429685719
76566,31.506687,-97.98997,Coryell County,TX,48099,H1,0.620775941,0.429685719
76596,31.390196,-97.799309,Coryell County,TX,48099,H1,0.620775941,0.429685719
76597,31.390196,-97.799309,Coryell County,TX,48099,H1,0.620775941,0.429685719
76598,31.390196,-97.799309,Coryell County,TX,48099,H1,0.620775941,0.429685719
76599,31.470598,-97.734728,Coryell County,TX,48099,H1,0.620775941,0.429685719
45070,39.588878,-84.55562,Preble County,OH,39135,H1,0.617982862,0.429700855
45311,39.629735,-84.67557,Preble County,OH,39135,H1,0.617982862,0.429700855
45320,39.739353,-84.65393,Preble County,OH,39135,H1,0.617982862,0.429700855
45321,39.888717,-84.67216,Preble County,OH,39135,H1,0.617982862,0.429700855
45330,39.647494,-84.52749,Preble County,OH,39135,H1,0.617982862,0.429700855
45378,39.903161,-84.48822,Preble County,OH,39135,H1,0.617982862,0.429700855
58033,46.449141,-97.91961,Ransom County,ND,38073,H1,0.642017821,0.4302138
58054,46.43383,-97.67678,Ransom County,ND,38073,H1,0.642017821,0.4302138
26801,39.084895,-78.779,Hardy County,WV,54031,H1,0.620239139,0.430217372
26810,38.973027,-78.73978,Hardy County,WV,54031,H1,0.620239139,0.430217372
26812,38.878002,-78.88245,Hardy County,WV,54031,H1,0.620239139,0.430217372
26818,39.068317,-79.01717,Hardy County,WV,54031,H1,0.620239139,0.430217372
26845,39.184315,-78.9458,Hardy County,WV,54031,H1,0.620239139,0.430217372
26851,39.066543,-78.6218,Hardy County,WV,54031,H1,0.620239139,0.430217372
30132,33.945735,-84.84463,Paulding County,GA,13223,H1,0.588657275,0.431444638
56715,47.808866,-95.97713,Red Lake County,MN,27125,H1,0.6086108,0.431952468
56748,47.915369,-96.02739,Red Lake County,MN,27125,H1,0.6086108,0.431952468
31547,30.804684,-81.627717,Camden County,GA,13039,H1,0.667560357,0.432069732
31548,30.793409,-81.68428,Camden County,GA,13039,H1,0.667560357,0.432069732
31558,30.761081,-81.56912,Camden County,GA,13039,H1,0.667560357,0.432069732
31565,31.066479,-81.62656,Camden County,GA,13039,H1,0.667560357,0.432069732
31568,31.003385,-81.79512,Camden County,GA,13039,H1,0.667560357,0.432069732
31569,30.915778,-81.67924,Camden County,GA,13039,H1,0.667560357,0.432069732
66851,38.228452,-96.92825,Marion County,KS,20115,H1,0.603237793,0.432090536
66858,38.473549,-96.95611,Marion County,KS,20115,H1,0.603237793,0.432090536
66861,38.359189,-97.01768,Marion County,KS,20115,H1,0.603237793,0.432090536
67053,38.246972,-97.34817,Marion County,KS,20115,H1,0.603237793,0.432090536
67063,38.347058,-97.21489,Marion County,KS,20115,H1,0.603237793,0.432090536
67073,38.376681,-97.31611,Marion County,KS,20115,H1,0.603237793,0.432090536
67438,38.499781,-97.27114,Marion County,KS,20115,H1,0.603237793,0.432090536
67483,38.538684,-97.15947,Marion County,KS,20115,H1,0.603237793,0.432090536
68309,40.048634,-96.57326,Gage County,NE,31067,H1,0.656117985,0.432420049
68318,40.14601,-96.66049,Gage County,NE,31067,H1,0.656117985,0.432420049
68328,40.473614,-96.84511,Gage County,NE,31067,H1,0.656117985,0.432420049
68331,40.481866,-96.70362,Gage County,NE,31067,H1,0.656117985,0.432420049
68357,40.298643,-96.54833,Gage County,NE,31067,H1,0.656117985,0.432420049
68381,40.081107,-96.4838,Gage County,NE,31067,H1,0.656117985,0.432420049
68415,40.052388,-96.81761,Gage County,NE,31067,H1,0.656117985,0.432420049
68422,40.385662,-96.71396,Gage County,NE,31067,H1,0.656117985,0.432420049
68458,40.239986,-96.49182,Gage County,NE,31067,H1,0.656117985,0.432420049
68466,40.087289,-96.65361,Gage County,NE,31067,H1,0.656117985,0.432420049
83601,43.801588,-115.13085,Elmore County,ID,16039,H1,0.598312345,0.432516926
83623,42.965519,-115.32724,Elmore County,ID,16039,H1,0.598312345,0.432516926
83627,42.939818,-115.49697,Elmore County,ID,16039,H1,0.598312345,0.432516926
83633,42.969692,-115.17427,Elmore County,ID,16039,H1,0.598312345,0.432516926
83647,43.208029,-115.62345,Elmore County,ID,16039,H1,0.598312345,0.432516926
83648,43.06997,-115.85201,Elmore County,ID,16039,H1,0.598312345,0.432516926
43116,39.768502,-83.06007,Pickaway County,OH,39129,H1,0.602742373,0.433081757
43117,39.773025,-83.199472,Pickaway County,OH,39129,H1,0.602742373,0.433081757
43156,39.554697,-82.77917,Pickaway County,OH,39129,H1,0.602742373,0.433081757
36020,32.496067,-86.33073,Elmore County,AL,1051,H1,0.652322416,0.433244739
36024,32.697561,-86.016,Elmore County,AL,1051,H1,0.652322416,0.433244739
36025,32.538878,-86.33358,Elmore County,AL,1051,H1,0.652322416,0.433244739
36092,32.592889,-86.21902,Elmore County,AL,1051,H1,0.652322416,0.433244739
36093,32.505741,-86.15644,Elmore County,AL,1051,H1,0.652322416,0.433244739
54216,44.456022,-87.54429,Kewaunee County,WI,55061,H1,0.596928254,0.433328871
31309,31.873145,-81.42676,Liberty County,GA,13179,H1,0.605346647,0.43512472
31314,31.868699,-81.61083,Liberty County,GA,13179,H1,0.605346647,0.43512472
31315,31.886944,-81.60109,Liberty County,GA,13179,H1,0.605346647,0.43512472
31320,31.788811,-81.37637,Liberty County,GA,13179,H1,0.605346647,0.43512472
31323,31.658252,-81.48778,Liberty County,GA,13179,H1,0.605346647,0.43512472
31333,31.77789,-81.64534,Liberty County,GA,13179,H1,0.605346647,0.43512472
47104,38.539899,-85.421753,Clark County,IN,18019,H1,0.637412824,0.435332933
47111,38.453813,-85.65443,Clark County,IN,18019,H1,0.637412824,0.435332933
47129,38.303945,-85.76787,Clark County,IN,18019,H1,0.637412824,0.435332933
47130,38.309105,-85.72035,Clark County,IN,18019,H1,0.637412824,0.435332933
47141,38.543388,-85.60373,Clark County,IN,18019,H1,0.637412824,0.435332933
47143,38.473919,-85.76702,Clark County,IN,18019,H1,0.637412824,0.435332933
47162,38.548693,-85.49124,Clark County,IN,18019,H1,0.637412824,0.435332933
47163,38.544512,-85.66831,Clark County,IN,18019,H1,0.637412824,0.435332933
47190,38.437021,-85.704973,Clark County,IN,18019,H1,0.637412824,0.435332933
46111,39.538087,-86.36991,Morgan County,IN,18109,H1,0.597719271,0.435538826
46125,39.522181,-86.64102,Morgan County,IN,18109,H1,0.597719271,0.435538826
46166,39.416815,-86.58507,Morgan County,IN,18109,H1,0.597719271,0.435538826
50028,41.820644,-93.14743,Jasper County,IA,19099,H1,0.598832655,0.435891702
50127,41.777174,-93.21383,Jasper County,IA,19099,H1,0.598832655,0.435891702
50135,41.736358,-92.89481,Jasper County,IA,19099,H1,0.598832655,0.435891702
50137,41.607887,-92.90573,Jasper County,IA,19099,H1,0.598832655,0.435891702
50208,41.702148,-93.04467,Jasper County,IA,19099,H1,0.598832655,0.435891702
21901,39.593813,-75.95602,Cecil County,MD,24015,H1,0.650455702,0.436809037
21902,39.553014,-76.06542,Cecil County,MD,24015,H1,0.650455702,0.436809037
21903,39.571003,-76.05077,Cecil County,MD,24015,H1,0.650455702,0.436809037
21904,39.61881,-76.0853,Cecil County,MD,24015,H1,0.650455702,0.436809037
21911,39.694974,-76.05395,Cecil County,MD,24015,H1,0.650455702,0.436809037
21912,39.44474,-75.80203,Cecil County,MD,24015,H1,0.650455702,0.436809037
21913,39.402919,-75.86943,Cecil County,MD,24015,H1,0.650455702,0.436809037
21914,39.572476,-75.97904,Cecil County,MD,24015,H1,0.650455702,0.436809037
21915,39.523096,-75.84155,Cecil County,MD,24015,H1,0.650455702,0.436809037
21916,39.541512,-75.999972,Cecil County,MD,24015,H1,0.650455702,0.436809037
21917,39.671671,-76.0972,Cecil County,MD,24015,H1,0.650455702,0.436809037
21918,39.679246,-76.15464,Cecil County,MD,24015,H1,0.650455702,0.436809037
21919,39.425542,-75.96164,Cecil County,MD,24015,H1,0.650455702,0.436809037
21920,39.658943,-75.82314,Cecil County,MD,24015,H1,0.650455702,0.436809037
21921,39.626736,-75.84294,Cecil County,MD,24015,H1,0.650455702,0.436809037
21922,39.593612,-75.947332,Cecil County,MD,24015,H1,0.650455702,0.436809037
21930,39.365119,-75.88499,Cecil County,MD,24015,H1,0.650455702,0.436809037
72007,34.998573,-91.98417,Lonoke County,AR,5085,H1,0.606123808,0.436987777
72037,34.541185,-91.875767,Lonoke County,AR,5085,H1,0.606123808,0.436987777
72083,34.604268,-92.01479,Lonoke County,AR,5085,H1,0.606123808,0.436987777
65042,38.674914,-92.610941,Moniteau County,MO,29135,H1,0.62513571,0.437843119
65050,38.543408,-92.69655,Moniteau County,MO,29135,H1,0.62513571,0.437843119
65055,38.674914,-92.610941,Moniteau County,MO,29135,H1,0.62513571,0.437843119
63342,38.605967,-90.996216,Warren County,MO,29219,H1,0.602042513,0.438350379
63378,38.770187,-91.188586,Warren County,MO,29219,H1,0.602042513,0.438350379
47107,38.190314,-86.115257,Harrison County,IN,18061,H1,0.646862095,0.43869842
47110,38.096971,-86.172327,Harrison County,IN,18061,H1,0.646862095,0.43869842
47112,38.208144,-86.12978,Harrison County,IN,18061,H1,0.646862095,0.43869842
47114,38.287227,-86.06805,Harrison County,IN,18061,H1,0.646862095,0.43869842
47115,38.350106,-86.22652,Harrison County,IN,18061,H1,0.646862095,0.43869842
47135,38.038838,-86.07212,Harrison County,IN,18061,H1,0.646862095,0.43869842
47142,38.079482,-86.23083,Harrison County,IN,18061,H1,0.646862095,0.43869842
47160,38.165541,-86.05223,Harrison County,IN,18061,H1,0.646862095,0.43869842
47161,38.312878,-86.09478,Harrison County,IN,18061,H1,0.646862095,0.43869842
47166,38.313345,-86.16656,Harrison County,IN,18061,H1,0.646862095,0.43869842
5441,44.772886,-72.78854,Franklin County,VT,50011,H1,0.62640328,0.439068191
5447,44.824855,-72.895849,Franklin County,VT,50011,H1,0.62640328,0.439068191
5448,44.751801,-72.88247,Franklin County,VT,50011,H1,0.62640328,0.439068191
5450,44.885689,-72.78992,Franklin County,VT,50011,H1,0.62640328,0.439068191
5454,44.693805,-73.04099,Franklin County,VT,50011,H1,0.62640328,0.439068191
5455,44.801734,-72.96213,Franklin County,VT,50011,H1,0.62640328,0.439068191
5457,44.961552,-72.89351,Franklin County,VT,50011,H1,0.62640328,0.439068191
5459,44.941617,-73.03056,Franklin County,VT,50011,H1,0.62640328,0.439068191
5460,44.974765,-73.105205,Franklin County,VT,50011,H1,0.62640328,0.439068191
5470,44.824855,-72.895849,Franklin County,VT,50011,H1,0.62640328,0.439068191
5478,44.807555,-73.09077,Franklin County,VT,50011,H1,0.62640328,0.439068191
5479,44.824855,-72.895849,Franklin County,VT,50011,H1,0.62640328,0.439068191
5481,44.824855,-72.895849,Franklin County,VT,50011,H1,0.62640328,0.439068191
5483,44.884125,-72.9751,Franklin County,VT,50011,H1,0.62640328,0.439068191
5485,44.905573,-72.963154,Franklin County,VT,50011,H1,0.62640328,0.439068191
5488,44.930163,-73.12099,Franklin County,VT,50011,H1,0.62640328,0.439068191
50033,41.360357,-93.79219,Madison County,IA,19121,H1,0.646964391,0.440092197
50218,41.348815,-93.88068,Madison County,IA,19121,H1,0.646964391,0.440092197
27527,,,Johnston County,NC,37101,H1,0.671061434,0.440112093
27555,35.562142,-78.20349,Johnston County,NC,37101,H1,0.671061434,0.440112093
27568,35.511864,-78.24273,Johnston County,NC,37101,H1,0.671061434,0.440112093
27576,35.557966,-78.26479,Johnston County,NC,37101,H1,0.671061434,0.440112093
27577,35.506459,-78.34446,Johnston County,NC,37101,H1,0.671061434,0.440112093
27593,35.590731,-78.360723,Johnston County,NC,37101,H1,0.671061434,0.440112093
47022,39.206203,-84.94922,Dearborn County,IN,18029,H1,0.586426786,0.440591535
47025,39.129059,-84.85887,Dearborn County,IN,18029,H1,0.586426786,0.440591535
54610,44.362741,-91.85287,Buffalo County,WI,55011,H1,0.663920973,0.441371286
54622,44.248179,-91.83124,Buffalo County,WI,55011,H1,0.663920973,0.441371286
54629,44.13288,-91.67722,Buffalo County,WI,55011,H1,0.663920973,0.441371286
54743,44.311074,-91.806396,Buffalo County,WI,55011,H1,0.663920973,0.441371286
54756,44.451724,-91.95785,Buffalo County,WI,55011,H1,0.663920973,0.441371286
81648,40.011447,-108.77528,Rio Blanco County,CO,8103,H1,0.649801764,0.441446378
78330,27.782267,-97.90134,Nueces County,TX,48355,H1,0.586808423,0.607946108
78339,27.807025,-97.79801,Nueces County,TX,48355,H1,0.586808423,0.607946108
78343,27.60549,-97.78572,Nueces County,TX,48355,H1,0.586808423,0.607946108
78347,27.593816,-97.46214,Nueces County,TX,48355,H1,0.586808423,0.607946108
78351,27.672549,-97.75105,Nueces County,TX,48355,H1,0.586808423,0.607946108
78373,27.818477,-97.07998,Nueces County,TX,48355,H1,0.586808423,0.607946108
78401,27.795805,-97.40019,Nueces County,TX,48355,H1,0.586808423,0.607946108
78402,27.829732,-97.4016,Nueces County,TX,48355,H1,0.586808423,0.607946108
78404,27.770056,-97.4001,Nueces County,TX,48355,H1,0.586808423,0.607946108
78405,27.777922,-97.42695,Nueces County,TX,48355,H1,0.586808423,0.607946108
78406,27.776304,-97.51253,Nueces County,TX,48355,H1,0.586808423,0.607946108
78407,27.802404,-97.42599,Nueces County,TX,48355,H1,0.586808423,0.607946108
78408,27.796171,-97.43796,Nueces County,TX,48355,H1,0.586808423,0.607946108
78409,27.806753,-97.50971,Nueces County,TX,48355,H1,0.586808423,0.607946108
78410,27.846568,-97.59435,Nueces County,TX,48355,H1,0.586808423,0.607946108
78411,27.733058,-97.38542,Nueces County,TX,48355,H1,0.586808423,0.607946108
78412,27.709309,-97.35225,Nueces County,TX,48355,H1,0.586808423,0.607946108
78413,27.687792,-97.40165,Nueces County,TX,48355,H1,0.586808423,0.607946108
78414,27.672334,-97.37051,Nueces County,TX,48355,H1,0.586808423,0.607946108
78415,27.727083,-97.4289,Nueces County,TX,48355,H1,0.586808423,0.607946108
78416,27.752356,-97.43465,Nueces County,TX,48355,H1,0.586808423,0.607946108
78417,27.729855,-97.44503,Nueces County,TX,48355,H1,0.586808423,0.607946108
78418,27.633433,-97.26792,Nueces County,TX,48355,H1,0.586808423,0.607946108
78419,27.723611,-97.380884,Nueces County,TX,48355,H1,0.586808423,0.607946108
78469,27.777,-97.463213,Nueces County,TX,48355,H1,0.586808423,0.607946108
78002,29.288108,-98.72878,Bexar County,TX,48029,H1,0.579378561,0.608366699
78054,29.325602,-98.732187,Bexar County,TX,48029,H1,0.579378561,0.608366699
78109,29.50198,-98.30582,Bexar County,TX,48029,H1,0.579378561,0.608366699
78148,29.550223,-98.29936,Bexar County,TX,48029,H1,0.579378561,0.608366699
78150,29.437532,-98.461582,Bexar County,TX,48029,H1,0.579378561,0.608366699
78201,29.466781,-98.52519,Bexar County,TX,48029,H1,0.579378561,0.608366699
78202,29.428132,-98.46279,Bexar County,TX,48029,H1,0.579378561,0.608366699
78203,29.414983,-98.46239,Bexar County,TX,48029,H1,0.579378561,0.608366699
78204,29.403583,-98.5063,Bexar County,TX,48029,H1,0.579378561,0.608366699
78205,29.425932,-98.48931,Bexar County,TX,48029,H1,0.579378561,0.608366699
78206,29.437532,-98.461582,Bexar County,TX,48029,H1,0.579378561,0.608366699
78207,29.423932,-98.5235,Bexar County,TX,48029,H1,0.579378561,0.608366699
78208,29.439832,-98.45879,Bexar County,TX,48029,H1,0.579378561,0.608366699
78209,29.48618,-98.4568,Bexar County,TX,48029,H1,0.579378561,0.608366699
78210,29.397934,-98.46669,Bexar County,TX,48029,H1,0.579378561,0.608366699
78211,29.362185,-98.54644,Bexar County,TX,48029,H1,0.579378561,0.608366699
78212,29.460381,-98.49649,Bexar County,TX,48029,H1,0.579378561,0.608366699
78213,29.510562,-98.52203,Bexar County,TX,48029,H1,0.579378561,0.608366699
78214,29.363335,-98.49049,Bexar County,TX,48029,H1,0.579378561,0.608366699
78215,29.438032,-98.48114,Bexar County,TX,48029,H1,0.579378561,0.608366699
78216,29.528515,-98.49219,Bexar County,TX,48029,H1,0.579378561,0.608366699
78217,29.543865,-98.41755,Bexar County,TX,48029,H1,0.579378561,0.608366699
78218,29.49428,-98.40431,Bexar County,TX,48029,H1,0.579378561,0.608366699
78219,29.448379,-98.39908,Bexar County,TX,48029,H1,0.579378561,0.608366699
78220,29.411583,-98.41833,Bexar County,TX,48029,H1,0.579378561,0.608366699
78221,29.326586,-98.50217,Bexar County,TX,48029,H1,0.579378561,0.608366699
78222,29.379902,-98.38926,Bexar County,TX,48029,H1,0.579378561,0.608366699
78223,29.352352,-98.43215,Bexar County,TX,48029,H1,0.579378561,0.608366699
78224,29.333436,-98.53934,Bexar County,TX,48029,H1,0.579378561,0.608366699
78225,29.387734,-98.52492,Bexar County,TX,48029,H1,0.579378561,0.608366699
78226,29.392167,-98.55468,Bexar County,TX,48029,H1,0.579378561,0.608366699
78227,29.405424,-98.63832,Bexar County,TX,48029,H1,0.579378561,0.608366699
78228,29.457281,-98.5665,Bexar County,TX,48029,H1,0.579378561,0.608366699
78229,29.499454,-98.57166,Bexar County,TX,48029,H1,0.579378561,0.608366699
78230,29.539562,-98.55253,Bexar County,TX,48029,H1,0.579378561,0.608366699
78231,29.574677,-98.53946,Bexar County,TX,48029,H1,0.579378561,0.608366699
78232,29.584698,-98.46987,Bexar County,TX,48029,H1,0.579378561,0.608366699
78233,29.552128,-98.36775,Bexar County,TX,48029,H1,0.579378561,0.608366699
78234,29.457389,-98.45537,Bexar County,TX,48029,H1,0.579378561,0.608366699
78235,29.33906,-98.42793,Bexar County,TX,48029,H1,0.579378561,0.608366699
78236,29.389767,-98.61251,Bexar County,TX,48029,H1,0.579378561,0.608366699
78237,29.422583,-98.56584,Bexar County,TX,48029,H1,0.579378561,0.608366699
78238,29.479874,-98.61509,Bexar County,TX,48029,H1,0.579378561,0.608366699
78239,29.51613,-98.36161,Bexar County,TX,48029,H1,0.579378561,0.608366699
78240,29.518413,-98.60869,Bexar County,TX,48029,H1,0.579378561,0.608366699
78242,29.353735,-98.61423,Bexar County,TX,48029,H1,0.579378561,0.608366699
78243,29.437532,-98.461582,Bexar County,TX,48029,H1,0.579378561,0.608366699
78244,29.475598,-98.35434,Bexar County,TX,48029,H1,0.579378561,0.608366699
78245,29.412338,-98.70484,Bexar County,TX,48029,H1,0.579378561,0.608366699
78246,29.437532,-98.461582,Bexar County,TX,48029,H1,0.579378561,0.608366699
78247,29.581304,-98.40889,Bexar County,TX,48029,H1,0.579378561,0.608366699
78248,29.589826,-98.52524,Bexar County,TX,48029,H1,0.579378561,0.608366699
78249,29.569934,-98.61282,Bexar County,TX,48029,H1,0.579378561,0.608366699
78250,29.510204,-98.66784,Bexar County,TX,48029,H1,0.579378561,0.608366699
78251,29.466061,-98.67004,Bexar County,TX,48029,H1,0.579378561,0.608366699
78252,29.335577,-98.70173,Bexar County,TX,48029,H1,0.579378561,0.608366699
78255,29.665822,-98.66812,Bexar County,TX,48029,H1,0.579378561,0.608366699
78256,29.623533,-98.62493,Bexar County,TX,48029,H1,0.579378561,0.608366699
78257,29.646618,-98.6099,Bexar County,TX,48029,H1,0.579378561,0.608366699
78258,29.649797,-98.50406,Bexar County,TX,48029,H1,0.579378561,0.608366699
78259,29.627332,-98.42781,Bexar County,TX,48029,H1,0.579378561,0.608366699
78260,29.707273,-98.47969,Bexar County,TX,48029,H1,0.579378561,0.608366699
78261,29.698045,-98.42624,Bexar County,TX,48029,H1,0.579378561,0.608366699
78263,29.358153,-98.31978,Bexar County,TX,48029,H1,0.579378561,0.608366699
78284,29.442632,-98.491344,Bexar County,TX,48029,H1,0.579378561,0.608366699
78285,29.437532,-98.461582,Bexar County,TX,48029,H1,0.579378561,0.608366699
78288,29.437532,-98.461582,Bexar County,TX,48029,H1,0.579378561,0.608366699
29911,32.928131,-81.16602,Hampton County,SC,45049,H1,0.597336114,0.60881571
29918,32.744565,-81.24794,Hampton County,SC,45049,H1,0.597336114,0.60881571
29921,32.67553,-81.17208,Hampton County,SC,45049,H1,0.597336114,0.60881571
29922,32.593295,-81.24035,Hampton County,SC,45049,H1,0.597336114,0.60881571
29923,32.866195,-81.24215,Hampton County,SC,45049,H1,0.597336114,0.60881571
29924,32.868065,-81.10998,Hampton County,SC,45049,H1,0.597336114,0.60881571
29932,32.818844,-81.30864,Hampton County,SC,45049,H1,0.597336114,0.60881571
29933,32.788773,-81.126913,Hampton County,SC,45049,H1,0.597336114,0.60881571
29939,32.669734,-81.2447,Hampton County,SC,45049,H1,0.597336114,0.60881571
29944,32.822292,-81.05236,Hampton County,SC,45049,H1,0.597336114,0.60881571
97010,45.582981,-122.101103,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97024,45.542239,-122.44553,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97030,45.507752,-122.4323,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97060,45.529551,-122.39156,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97201,45.49894,-122.68781,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97203,45.589689,-122.73875,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97204,45.51854,-122.6755,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97205,45.52054,-122.68573,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97208,45.532165,-122.564824,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97209,45.52889,-122.68458,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97211,45.56544,-122.64635,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97212,45.54424,-122.64353,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97213,45.53704,-122.59979,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97214,45.51379,-122.6458,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97215,45.514241,-122.60089,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97216,45.515674,-122.56087,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97217,45.574439,-122.68665,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97218,45.56099,-122.59987,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97220,45.546205,-122.56027,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97227,45.543831,-122.67497,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97230,45.539473,-122.50488,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97232,45.52874,-122.6446,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97233,45.513242,-122.49985,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97236,45.474722,-122.50997,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97238,45.580557,-122.374776,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97239,45.488031,-122.693796,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97258,45.580557,-122.374776,Multnomah County,OR,41051,H1,0.600129617,0.608821962
97266,45.478641,-122.56233,Multnomah County,OR,41051,H1,0.600129617,0.608821962
75503,33.476844,-94.09637,Bowie County,TX,48037,H1,0.603485606,0.60925309
75559,33.515778,-94.61355,Bowie County,TX,48037,H1,0.603485606,0.60925309
75561,33.480224,-94.2648,Bowie County,TX,48037,H1,0.603485606,0.60925309
75567,33.328596,-94.31589,Bowie County,TX,48037,H1,0.603485606,0.60925309
75569,33.441774,-94.12531,Bowie County,TX,48037,H1,0.603485606,0.60925309
75570,33.465282,-94.41954,Bowie County,TX,48037,H1,0.603485606,0.60925309
75573,33.353249,-94.25971,Bowie County,TX,48037,H1,0.603485606,0.60925309
75574,33.328878,-94.53657,Bowie County,TX,48037,H1,0.603485606,0.60925309
75599,33.476552,-94.39495,Bowie County,TX,48037,H1,0.603485606,0.60925309
1029,42.175896,-73.04204,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1201,42.45384,-73.254,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1220,42.619727,-73.11842,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1222,42.057496,-73.32177,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1223,42.314449,-73.09335,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1224,42.3929,-73.228483,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1225,42.551731,-73.1653,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1226,42.476575,-73.11547,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1229,42.279292,-73.343545,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1230,42.189715,-73.35249,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1236,42.266874,-73.36236,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1237,42.557346,-73.24364,Berkshire County,MA,25003,H4,0.598557725,0.609868866
