Zipcode,Irrev1,Irrev2,County,State,Irrev3,Irrev4,Alpha,Gamma
1238,42.299263,-73.2327,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1240,42.36237,-73.27683,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1242,42.336557,-73.24599,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1244,42.139104,-73.20312,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1245,42.180659,-73.20849,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1247,42.696064,-73.10145,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1252,42.198648,-73.446234,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1253,42.198403,-73.10205,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1254,42.374711,-73.36336,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1255,42.088973,-73.12444,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1256,42.592506,-73.01123,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1257,42.102694,-73.36591,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1258,42.103122,-73.45734,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1259,42.0645,-73.24674,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1260,42.286586,-73.313274,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1262,42.283216,-73.31423,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1263,42.3929,-73.228483,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1264,42.224905,-73.20394,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1266,42.328535,-73.36407,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1267,42.689962,-73.22355,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1270,42.443726,-73.116127,Berkshire County,MA,25003,H4,0.598557725,0.609868866
1343,42.642666,-72.986231,Berkshire County,MA,25003,H4,0.598557725,0.609868866
91901,32.823102,-116.73864,San Diego County,CA,6073,H1,0.617757263,0.610673588
91902,32.663803,-117.02456,San Diego County,CA,6073,H1,0.617757263,0.610673588
91905,32.672239,-116.31497,San Diego County,CA,6073,H1,0.617757263,0.610673588
91906,32.664307,-116.46513,San Diego County,CA,6073,H1,0.617757263,0.610673588
91910,32.638654,-117.06686,San Diego County,CA,6073,H1,0.617757263,0.610673588
91911,32.608799,-117.0607,San Diego County,CA,6073,H1,0.617757263,0.610673588
91913,32.642486,-116.98973,San Diego County,CA,6073,H1,0.617757263,0.610673588
91914,32.662563,-116.95413,San Diego County,CA,6073,H1,0.617757263,0.610673588
91915,32.638072,-116.95195,San Diego County,CA,6073,H1,0.617757263,0.610673588
91916,32.890384,-116.62459,San Diego County,CA,6073,H1,0.617757263,0.610673588
91917,32.616539,-116.71187,San Diego County,CA,6073,H1,0.617757263,0.610673588
91932,32.579555,-117.11708,San Diego County,CA,6073,H1,0.617757263,0.610673588
91934,32.624424,-116.17025,San Diego County,CA,6073,H1,0.617757263,0.610673588
91935,32.718186,-116.82606,San Diego County,CA,6073,H1,0.617757263,0.610673588
91941,32.761801,-117.01273,San Diego County,CA,6073,H1,0.617757263,0.610673588
91942,32.785,-117.0186,San Diego County,CA,6073,H1,0.617757263,0.610673588
91945,32.733451,-117.0337,San Diego County,CA,6073,H1,0.617757263,0.610673588
91948,32.875267,-116.42826,San Diego County,CA,6073,H1,0.617757263,0.610673588
91950,32.670903,-117.09272,San Diego County,CA,6073,H1,0.617757263,0.610673588
91962,32.773317,-116.49139,San Diego County,CA,6073,H1,0.617757263,0.610673588
91963,32.620782,-116.60671,San Diego County,CA,6073,H1,0.617757263,0.610673588
91977,32.721145,-116.99612,San Diego County,CA,6073,H1,0.617757263,0.610673588
91978,32.732539,-116.95091,San Diego County,CA,6073,H1,0.617757263,0.610673588
91980,32.588485,-116.63034,San Diego County,CA,6073,H1,0.617757263,0.610673588
92003,33.289265,-117.20011,San Diego County,CA,6073,H1,0.617757263,0.610673588
92004,33.184028,-116.26597,San Diego County,CA,6073,H1,0.617757263,0.610673588
92007,33.026742,-117.27816,San Diego County,CA,6073,H1,0.617757263,0.610673588
92008,33.158137,-117.32646,San Diego County,CA,6073,H1,0.617757263,0.610673588
92009,33.097841,-117.26744,San Diego County,CA,6073,H1,0.617757263,0.610673588
92010,,,San Diego County,CA,6073,H1,0.617757263,0.610673588
92011,,,San Diego County,CA,6073,H1,0.617757263,0.610673588
92014,32.961812,-117.25967,San Diego County,CA,6073,H1,0.617757263,0.610673588
92019,32.788736,-116.90487,San Diego County,CA,6073,H1,0.617757263,0.610673588
92020,32.7991,-116.97334,San Diego County,CA,6073,H1,0.617757263,0.610673588
92021,32.8201,-116.91234,San Diego County,CA,6073,H1,0.617757263,0.610673588
92024,33.053092,-117.26855,San Diego County,CA,6073,H1,0.617757263,0.610673588
92025,33.106862,-117.07077,San Diego County,CA,6073,H1,0.617757263,0.610673588
92026,33.181543,-117.11136,San Diego County,CA,6073,H1,0.617757263,0.610673588
92027,33.142706,-117.03049,San Diego County,CA,6073,H1,0.617757263,0.610673588
92029,33.087868,-117.11558,San Diego County,CA,6073,H1,0.617757263,0.610673588
92036,33.02757,-116.53109,San Diego County,CA,6073,H1,0.617757263,0.610673588
92037,32.838761,-117.26159,San Diego County,CA,6073,H1,0.617757263,0.610673588
92040,32.873849,-116.90477,San Diego County,CA,6073,H1,0.617757263,0.610673588
92054,33.202463,-117.36077,San Diego County,CA,6073,H1,0.617757263,0.610673588
92055,33.016928,-116.846046,San Diego County,CA,6073,H1,0.617757263,0.610673588
92056,33.195354,-117.28232,San Diego County,CA,6073,H1,0.617757263,0.610673588
92057,33.240926,-117.29851,San Diego County,CA,6073,H1,0.617757263,0.610673588
92058,33.016928,-116.846046,San Diego County,CA,6073,H1,0.617757263,0.610673588
92059,33.369249,-117.07236,San Diego County,CA,6073,H1,0.617757263,0.610673588
92060,33.308217,-116.8471,San Diego County,CA,6073,H1,0.617757263,0.610673588
92061,33.311881,-116.96499,San Diego County,CA,6073,H1,0.617757263,0.610673588
92064,32.973645,-117.03701,San Diego County,CA,6073,H1,0.617757263,0.610673588
92065,33.035844,-116.8513,San Diego County,CA,6073,H1,0.617757263,0.610673588
92066,33.209313,-116.54244,San Diego County,CA,6073,H1,0.617757263,0.610673588
92067,33.016492,-117.20264,San Diego County,CA,6073,H1,0.617757263,0.610673588
92069,33.144908,-117.17128,San Diego County,CA,6073,H1,0.617757263,0.610673588
92070,33.166768,-116.71061,San Diego County,CA,6073,H1,0.617757263,0.610673588
92071,32.84681,-116.98983,San Diego County,CA,6073,H1,0.617757263,0.610673588
92075,32.997543,-117.26087,San Diego County,CA,6073,H1,0.617757263,0.610673588
92078,33.122029,-117.15605,San Diego County,CA,6073,H1,0.617757263,0.610673588
92081,,,San Diego County,CA,6073,H1,0.617757263,0.610673588
92082,33.261748,-117.01027,San Diego County,CA,6073,H1,0.617757263,0.610673588
92083,33.179587,-117.24461,San Diego County,CA,6073,H1,0.617757263,0.610673588
92084,33.213309,-117.21474,San Diego County,CA,6073,H1,0.617757263,0.610673588
92086,33.337152,-116.69355,San Diego County,CA,6073,H1,0.617757263,0.610673588
92091,32.993541,-117.21311,San Diego County,CA,6073,H1,0.617757263,0.610673588
92092,33.016928,-116.846046,San Diego County,CA,6073,H1,0.617757263,0.610673588
92093,33.016928,-116.846046,San Diego County,CA,6073,H1,0.617757263,0.610673588
92101,32.719601,-117.16246,San Diego County,CA,6073,H1,0.617757263,0.610673588
92102,32.714992,-117.12537,San Diego County,CA,6073,H1,0.617757263,0.610673588
92103,32.746018,-117.16715,San Diego County,CA,6073,H1,0.617757263,0.610673588
92104,32.742892,-117.12774,San Diego County,CA,6073,H1,0.617757263,0.610673588
92105,32.741256,-117.0951,San Diego County,CA,6073,H1,0.617757263,0.610673588
92106,32.7259,-117.23079,San Diego County,CA,6073,H1,0.617757263,0.610673588
92107,32.7409,-117.24434,San Diego County,CA,6073,H1,0.617757263,0.610673588
92108,32.7736,-117.13785,San Diego County,CA,6073,H1,0.617757263,0.610673588
92109,32.791246,-117.24343,San Diego County,CA,6073,H1,0.617757263,0.610673588
92110,32.766482,-117.20077,San Diego County,CA,6073,H1,0.617757263,0.610673588
92111,32.804972,-117.16871,San Diego County,CA,6073,H1,0.617757263,0.610673588
92113,32.697402,-117.12001,San Diego County,CA,6073,H1,0.617757263,0.610673588
92114,32.706954,-117.0542,San Diego County,CA,6073,H1,0.617757263,0.610673588
92115,32.7603,-117.07031,San Diego County,CA,6073,H1,0.617757263,0.610673588
92116,32.76235,-117.12246,San Diego County,CA,6073,H1,0.617757263,0.610673588
92117,32.823865,-117.19966,San Diego County,CA,6073,H1,0.617757263,0.610673588
92118,32.682727,-117.17441,San Diego County,CA,6073,H1,0.617757263,0.610673588
92119,32.80225,-117.02431,San Diego County,CA,6073,H1,0.617757263,0.610673588
92120,32.794449,-117.07221,San Diego County,CA,6073,H1,0.617757263,0.610673588
92121,32.899996,-117.20722,San Diego County,CA,6073,H1,0.617757263,0.610673588
92122,32.856447,-117.21143,San Diego County,CA,6073,H1,0.617757263,0.610673588
92123,32.803799,-117.13595,San Diego County,CA,6073,H1,0.617757263,0.610673588
92124,32.822815,-117.09844,San Diego County,CA,6073,H1,0.617757263,0.610673588
92126,32.914346,-117.14116,San Diego County,CA,6073,H1,0.617757263,0.610673588
92127,33.022384,-117.10694,San Diego County,CA,6073,H1,0.617757263,0.610673588
92128,32.998855,-117.07054,San Diego County,CA,6073,H1,0.617757263,0.610673588
92129,32.961014,-117.1251,San Diego County,CA,6073,H1,0.617757263,0.610673588
92130,32.946776,-117.21918,San Diego County,CA,6073,H1,0.617757263,0.610673588
92131,32.918035,-117.08438,San Diego County,CA,6073,H1,0.617757263,0.610673588
92132,32.643703,-117.138414,San Diego County,CA,6073,H1,0.617757263,0.610673588
92134,32.562106,-117.07166,San Diego County,CA,6073,H1,0.617757263,0.610673588
92135,33.016928,-116.846046,San Diego County,CA,6073,H1,0.617757263,0.610673588
92136,32.68342,-117.121913,San Diego County,CA,6073,H1,0.617757263,0.610673588
92139,32.677286,-117.05241,San Diego County,CA,6073,H1,0.617757263,0.610673588
92140,32.74344,-117.200412,San Diego County,CA,6073,H1,0.617757263,0.610673588
92145,32.889139,-117.100486,San Diego County,CA,6073,H1,0.617757263,0.610673588
92147,33.016928,-116.846046,San Diego County,CA,6073,H1,0.617757263,0.610673588
92152,33.016928,-116.846046,San Diego County,CA,6073,H1,0.617757263,0.610673588
92154,32.574398,-117.05633,San Diego County,CA,6073,H1,0.617757263,0.610673588
92155,32.671602,-117.165665,San Diego County,CA,6073,H1,0.617757263,0.610673588
92158,33.016928,-116.846046,San Diego County,CA,6073,H1,0.617757263,0.610673588
92161,32.871846,-117.229119,San Diego County,CA,6073,H1,0.617757263,0.610673588
92173,32.556264,-117.05057,San Diego County,CA,6073,H1,0.617757263,0.610673588
92179,32.572602,-116.918724,San Diego County,CA,6073,H1,0.617757263,0.610673588
92182,32.775088,-117.076176,San Diego County,CA,6073,H1,0.617757263,0.610673588
92197,33.016928,-116.846046,San Diego County,CA,6073,H1,0.617757263,0.610673588
92199,32.751575,-117.191848,San Diego County,CA,6073,H1,0.617757263,0.610673588
77613,30.043401,-94.35853,Jefferson County,TX,48245,H1,0.666940158,0.611015305
77619,29.947563,-93.91857,Jefferson County,TX,48245,H1,0.666940158,0.611015305
77622,29.870794,-94.2896,Jefferson County,TX,48245,H1,0.666940158,0.611015305
77627,29.974013,-93.99986,Jefferson County,TX,48245,H1,0.666940158,0.611015305
77629,30.031927,-94.42374,Jefferson County,TX,48245,H1,0.666940158,0.611015305
77640,29.879796,-93.95575,Jefferson County,TX,48245,H1,0.666940158,0.611015305
77642,29.921564,-93.92694,Jefferson County,TX,48245,H1,0.666940158,0.611015305
77651,29.980863,-93.96038,Jefferson County,TX,48245,H1,0.666940158,0.611015305
77655,29.732092,-93.90117,Jefferson County,TX,48245,H1,0.666940158,0.611015305
77701,30.074112,-94.10358,Jefferson County,TX,48245,H1,0.666940158,0.611015305
77702,30.085112,-94.12607,Jefferson County,TX,48245,H1,0.666940158,0.611015305
77703,30.112312,-94.11736,Jefferson County,TX,48245,H1,0.666940158,0.611015305
77705,30.009609,-94.11401,Jefferson County,TX,48245,H1,0.666940158,0.611015305
77706,30.092679,-94.16377,Jefferson County,TX,48245,H1,0.666940158,0.611015305
77707,30.065029,-94.18031,Jefferson County,TX,48245,H1,0.666940158,0.611015305
77708,30.141361,-94.16488,Jefferson County,TX,48245,H1,0.666940158,0.611015305
77713,30.090135,-94.2467,Jefferson County,TX,48245,H1,0.666940158,0.611015305
31901,32.471492,-84.98005,Muscogee County,GA,13215,H6,0.631855889,0.611482529
31903,32.423311,-84.94879,Muscogee County,GA,13215,H6,0.631855889,0.611482529
31904,32.513391,-84.97753,Muscogee County,GA,13215,H6,0.631855889,0.611482529
31906,32.468442,-84.95128,Muscogee County,GA,13215,H6,0.631855889,0.611482529
31907,32.479492,-84.90942,Muscogee County,GA,13215,H6,0.631855889,0.611482529
31909,32.53554,-84.92583,Muscogee County,GA,13215,H6,0.631855889,0.611482529
31998,32.491005,-84.874123,Muscogee County,GA,13215,H6,0.631855889,0.611482529
31999,32.491005,-84.874123,Muscogee County,GA,13215,H6,0.631855889,0.611482529
61451,40.953365,-89.94259,Peoria County,IL,17143,H1,0.606815024,0.611977303
61517,40.816162,-89.84131,Peoria County,IL,17143,H1,0.606815024,0.611977303
61525,40.849036,-89.65554,Peoria County,IL,17143,H1,0.606815024,0.611977303
61528,40.776845,-89.7401,Peoria County,IL,17143,H1,0.606815024,0.611977303
61536,40.690205,-89.78042,Peoria County,IL,17143,H1,0.606815024,0.611977303
61539,40.558329,-89.76891,Peoria County,IL,17143,H1,0.606815024,0.611977303
61547,40.619174,-89.72628,Peoria County,IL,17143,H1,0.606815024,0.611977303
61552,40.817587,-89.56654,Peoria County,IL,17143,H1,0.606815024,0.611977303
61562,40.874269,-89.506695,Peoria County,IL,17143,H1,0.606815024,0.611977303
61569,40.691022,-89.89138,Peoria County,IL,17143,H1,0.606815024,0.611977303
61601,40.693137,-89.589847,Peoria County,IL,17143,H1,0.606815024,0.611977303
61602,40.677987,-89.60864,Peoria County,IL,17143,H1,0.606815024,0.611977303
61603,40.712887,-89.57904,Peoria County,IL,17143,H1,0.606815024,0.611977303
61604,40.709237,-89.63633,Peoria County,IL,17143,H1,0.606815024,0.611977303
61605,40.678037,-89.62737,Peoria County,IL,17143,H1,0.606815024,0.611977303
61606,40.699137,-89.60972,Peoria County,IL,17143,H1,0.606815024,0.611977303
61607,40.642049,-89.67147,Peoria County,IL,17143,H1,0.606815024,0.611977303
61613,40.742537,-89.627948,Peoria County,IL,17143,H1,0.606815024,0.611977303
61614,40.755343,-89.59799,Peoria County,IL,17143,H1,0.606815024,0.611977303
61615,40.764368,-89.6448,Peoria County,IL,17143,H1,0.606815024,0.611977303
61616,40.743266,-89.576628,Peoria County,IL,17143,H1,0.606815024,0.611977303
61625,40.696287,-89.616648,Peoria County,IL,17143,H1,0.606815024,0.611977303
61629,40.692037,-89.588747,Peoria County,IL,17143,H1,0.606815024,0.611977303
61630,40.744179,-89.718401,Peoria County,IL,17143,H1,0.606815024,0.611977303
61633,40.731165,-89.603081,Peoria County,IL,17143,H1,0.606815024,0.611977303
61634,40.689637,-89.592597,Peoria County,IL,17143,H1,0.606815024,0.611977303
61636,40.699937,-89.595147,Peoria County,IL,17143,H1,0.606815024,0.611977303
61637,40.702487,-89.589797,Peoria County,IL,17143,H1,0.606815024,0.611977303
61638,40.796887,-89.611146,Peoria County,IL,17143,H1,0.606815024,0.611977303
61639,40.709837,-89.563646,Peoria County,IL,17143,H1,0.606815024,0.611977303
61641,40.640002,-89.651987,Peoria County,IL,17143,H1,0.606815024,0.611977303
61643,40.744179,-89.718401,Peoria County,IL,17143,H1,0.606815024,0.611977303
76429,32.74154,-98.67089,Stephens County,TX,48429,H1,0.613281075,0.61202948
95003,36.979333,-121.8944,Santa Cruz County,CA,6087,H1,0.670877743,0.61280322
95005,37.084347,-122.08524,Santa Cruz County,CA,6087,H1,0.670877743,0.61280322
95006,37.151813,-122.13679,Santa Cruz County,CA,6087,H1,0.670877743,0.61280322
95007,37.10548,-122.1047,Santa Cruz County,CA,6087,H1,0.670877743,0.61280322
95010,36.9761,-121.95316,Santa Cruz County,CA,6087,H1,0.670877743,0.61280322
95017,37.085986,-122.22638,Santa Cruz County,CA,6087,H1,0.670877743,0.61280322
95018,37.057708,-122.05967,Santa Cruz County,CA,6087,H1,0.670877743,0.61280322
95019,36.935552,-121.77972,Santa Cruz County,CA,6087,H1,0.670877743,0.61280322
95041,37.050798,-122.0569,Santa Cruz County,CA,6087,H1,0.670877743,0.61280322
95060,36.980556,-122.04603,Santa Cruz County,CA,6087,H1,0.670877743,0.61280322
95062,36.9707,-121.99086,Santa Cruz County,CA,6087,H1,0.670877743,0.61280322
95064,37.000199,-122.06026,Santa Cruz County,CA,6087,H1,0.670877743,0.61280322
95065,37.010322,-121.98523,Santa Cruz County,CA,6087,H1,0.670877743,0.61280322
95066,37.057575,-122.01507,Santa Cruz County,CA,6087,H1,0.670877743,0.61280322
95073,37.007916,-121.95072,Santa Cruz County,CA,6087,H1,0.670877743,0.61280322
27010,36.182975,-80.338662,Forsyth County,NC,37067,H1,0.634667787,0.615174864
27023,36.097767,-80.42715,Forsyth County,NC,37067,H1,0.634667787,0.615174864
27040,36.182718,-80.36487,Forsyth County,NC,37067,H1,0.634667787,0.615174864
27051,36.174243,-80.16679,Forsyth County,NC,37067,H1,0.634667787,0.615174864
27094,36.027482,-80.20728,Forsyth County,NC,37067,H1,0.634667787,0.615174864
27099,36.027482,-80.20728,Forsyth County,NC,37067,H1,0.634667787,0.615174864
27101,36.107037,-80.21918,Forsyth County,NC,37067,H1,0.634667787,0.615174864
27103,36.066545,-80.30733,Forsyth County,NC,37067,H1,0.634667787,0.615174864
27104,36.094104,-80.31503,Forsyth County,NC,37067,H1,0.634667787,0.615174864
27105,36.147887,-80.23423,Forsyth County,NC,37067,H1,0.634667787,0.615174864
27106,36.141395,-80.3137,Forsyth County,NC,37067,H1,0.634667787,0.615174864
27108,36.027482,-80.20728,Forsyth County,NC,37067,H1,0.634667787,0.615174864
27109,36.133577,-80.2768,Forsyth County,NC,37067,H1,0.634667787,0.615174864
27110,36.027482,-80.20728,Forsyth County,NC,37067,H1,0.634667787,0.615174864
27111,36.027482,-80.20728,Forsyth County,NC,37067,H1,0.634667787,0.615174864
27150,36.027482,-80.20728,Forsyth County,NC,37067,H1,0.634667787,0.615174864
27152,36.027482,-80.20728,Forsyth County,NC,37067,H1,0.634667787,0.615174864
27155,36.027482,-80.20728,Forsyth County,NC,37067,H1,0.634667787,0.615174864
27157,36.027482,-80.20728,Forsyth County,NC,37067,H1,0.634667787,0.615174864
27199,36.027482,-80.20728,Forsyth County,NC,37067,H1,0.634667787,0.615174864
85003,33.451143,-112.07838,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85004,33.451093,-112.07057,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85006,33.466392,-112.04875,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85007,33.449995,-112.09024,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85008,33.466393,-112.0008,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85009,33.45635,-112.12378,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85012,33.505251,-112.0703,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85013,33.50711,-112.08483,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85014,33.511325,-112.05711,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85015,33.50689,-112.10262,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85016,33.503742,-112.03235,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85017,33.514092,-112.12285,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85018,33.498076,-111.98603,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85019,33.511992,-112.1417,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85020,33.563663,-112.05519,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85021,33.559437,-112.09281,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85022,33.630497,-112.0521,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85023,33.638271,-112.09341,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85024,33.675564,-112.04717,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85025,33.422621,-111.723635,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85026,33.276539,-112.18717,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85027,33.698731,-112.11429,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85028,33.585037,-112.00815,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85029,33.598841,-112.12023,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85031,33.493496,-112.17108,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85032,33.62414,-112.00416,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85033,33.496091,-112.21405,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85034,33.437772,-112.0281,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85035,33.472492,-112.1875,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85037,33.493006,-112.25539,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85040,33.393323,-112.02857,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85041,33.386995,-112.10076,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85042,33.381234,-112.027663,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85043,33.435405,-112.20009,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85044,33.333591,-111.99246,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85045,33.29974,-112.09812,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85048,33.302098,-112.02477,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85050,33.683603,-111.99271,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85051,33.559783,-112.13361,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85053,33.629911,-112.13122,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85054,33.689558,-111.96463,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85083,,,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85085,33.77776,-112.07945,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85086,33.831866,-112.06339,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85087,33.921493,-112.09992,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85096,,,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85097,33.276539,-112.18717,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85098,33.276539,-112.18717,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85201,33.432177,-111.84701,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85202,33.381097,-111.8756,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85203,33.437493,-111.806,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85204,33.400127,-111.78594,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85205,33.426932,-111.71686,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85206,33.400306,-111.72452,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85207,33.436767,-111.64338,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85208,33.393967,-111.64302,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85209,,,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85210,33.391233,-111.84129,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85212,33.35035,-111.64535,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85213,33.434192,-111.76892,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85215,33.479868,-111.6935,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85224,33.328951,-111.8735,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85225,33.316349,-111.83064,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85226,33.312208,-111.93177,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85233,33.348593,-111.80833,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85234,33.36344,-111.75093,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85236,33.305783,-111.70835,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85249,33.237229,-111.8004,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85250,33.521433,-111.90944,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85251,33.494152,-111.92079,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85253,33.544596,-111.95645,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85254,33.617504,-111.95416,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
85255,33.697268,-111.88321,Maricopa County,AZ,4013,H1,0.586203916,0.615678704
